audio_1;audio_2;label
backward/0165e0e8_nohash_0.wav;backward/2aca1e72_nohash_5.wav;1
backward/0165e0e8_nohash_0.wav;visual/24a3e589_nohash_1.wav;0
backward/017c4098_nohash_0.wav;backward/39b5fdab_nohash_0.wav;1
backward/017c4098_nohash_0.wav;yes/0d6d7360_nohash_3.wav;0
backward/017c4098_nohash_1.wav;backward/23da904f_nohash_4.wav;1
backward/017c4098_nohash_1.wav;nine/1c3f50ad_nohash_0.wav;0
backward/017c4098_nohash_2.wav;backward/365908bd_nohash_0.wav;1
backward/017c4098_nohash_2.wav;left/1496195a_nohash_3.wav;0
backward/017c4098_nohash_3.wav;backward/0e6e36c9_nohash_1.wav;1
backward/017c4098_nohash_3.wav;zero/25e95412_nohash_4.wav;0
backward/017c4098_nohash_4.wav;backward/42a99aec_nohash_2.wav;1
backward/017c4098_nohash_4.wav;right/2cec1d47_nohash_0.wav;0
backward/02ade946_nohash_0.wav;backward/24a3e589_nohash_1.wav;1
backward/02ade946_nohash_0.wav;nine/106a6183_nohash_2.wav;0
backward/02ade946_nohash_1.wav;backward/3a69f765_nohash_1.wav;1
backward/02ade946_nohash_1.wav;four/0137b3f4_nohash_1.wav;0
backward/02ade946_nohash_2.wav;backward/0f7266cf_nohash_3.wav;1
backward/02ade946_nohash_2.wav;no/14587ff0_nohash_1.wav;0
backward/02ade946_nohash_3.wav;backward/6fb3d5a7_nohash_2.wav;1
backward/02ade946_nohash_3.wav;five/24befdb3_nohash_2.wav;0
backward/02ade946_nohash_4.wav;backward/608473c9_nohash_0.wav;1
backward/02ade946_nohash_4.wav;right/322d17d3_nohash_0.wav;0
backward/042a8dde_nohash_0.wav;backward/559bc36a_nohash_2.wav;1
backward/042a8dde_nohash_0.wav;zero/1e4064b8_nohash_0.wav;0
backward/042a8dde_nohash_1.wav;backward/5f5eef60_nohash_1.wav;1
backward/042a8dde_nohash_1.wav;follow/050170cb_nohash_1.wav;0
backward/042a8dde_nohash_2.wav;backward/27c24504_nohash_1.wav;1
backward/042a8dde_nohash_2.wav;two/0f7266cf_nohash_3.wav;0
backward/042a8dde_nohash_3.wav;backward/5769c5ab_nohash_2.wav;1
backward/042a8dde_nohash_3.wav;two/07089da9_nohash_4.wav;0
backward/050170cb_nohash_0.wav;backward/3f45a0cf_nohash_2.wav;1
backward/050170cb_nohash_0.wav;right/229978fd_nohash_4.wav;0
backward/050170cb_nohash_1.wav;backward/3a69f765_nohash_4.wav;1
backward/050170cb_nohash_1.wav;no/24befdb3_nohash_3.wav;0
backward/050170cb_nohash_2.wav;backward/365908bd_nohash_0.wav;1
backward/050170cb_nohash_2.wav;nine/28e47b1a_nohash_0.wav;0
backward/050170cb_nohash_3.wav;backward/64a80906_nohash_0.wav;1
backward/050170cb_nohash_3.wav;nine/042a8dde_nohash_1.wav;0
backward/050170cb_nohash_4.wav;backward/435695e3_nohash_2.wav;1
backward/050170cb_nohash_4.wav;eight/26631bee_nohash_1.wav;0
backward/0585b66d_nohash_0.wav;backward/0d6d7360_nohash_2.wav;1
backward/0585b66d_nohash_0.wav;four/050170cb_nohash_1.wav;0
backward/0585b66d_nohash_1.wav;backward/69a1a79f_nohash_1.wav;1
backward/0585b66d_nohash_1.wav;down/144d27ff_nohash_1.wav;0
backward/0585b66d_nohash_2.wav;backward/40738a2d_nohash_2.wav;1
backward/0585b66d_nohash_2.wav;six/2dce72b3_nohash_0.wav;0
backward/0585b66d_nohash_3.wav;backward/2aca1e72_nohash_3.wav;1
backward/0585b66d_nohash_3.wav;stop/122c5aa7_nohash_0.wav;0
backward/0585b66d_nohash_4.wav;backward/226537ab_nohash_2.wav;1
backward/0585b66d_nohash_4.wav;forward/1b627376_nohash_0.wav;0
backward/06f6c194_nohash_0.wav;backward/06f6c194_nohash_1.wav;1
backward/06f6c194_nohash_0.wav;follow/645ed69d_nohash_1.wav;0
backward/06f6c194_nohash_1.wav;backward/5cf1ecce_nohash_1.wav;1
backward/06f6c194_nohash_1.wav;stop/10ace7eb_nohash_0.wav;0
backward/06f6c194_nohash_2.wav;backward/4c6944d6_nohash_2.wav;1
backward/06f6c194_nohash_2.wav;off/1a673010_nohash_1.wav;0
backward/06f6c194_nohash_3.wav;backward/3f45a0cf_nohash_0.wav;1
backward/06f6c194_nohash_3.wav;visual/1496195a_nohash_2.wav;0
backward/06f6c194_nohash_4.wav;backward/3a69f765_nohash_2.wav;1
backward/06f6c194_nohash_4.wav;go/28460a60_nohash_0.wav;0
backward/08ab231c_nohash_0.wav;backward/3a3ee7ed_nohash_0.wav;1
backward/08ab231c_nohash_0.wav;forward/02ade946_nohash_2.wav;0
backward/08ab231c_nohash_1.wav;backward/508e30ee_nohash_4.wav;1
backward/08ab231c_nohash_1.wav;four/0d6d7360_nohash_1.wav;0
backward/08ab231c_nohash_2.wav;backward/1b627376_nohash_0.wav;1
backward/08ab231c_nohash_2.wav;off/2cec1d47_nohash_0.wav;0
backward/08ab231c_nohash_3.wav;backward/40738a2d_nohash_1.wav;1
backward/08ab231c_nohash_3.wav;two/042186b8_nohash_1.wav;0
backward/08ab231c_nohash_4.wav;backward/234d6a48_nohash_0.wav;1
backward/08ab231c_nohash_4.wav;four/0819edb0_nohash_0.wav;0
backward/0a2b400e_nohash_0.wav;backward/51f7a034_nohash_2.wav;1
backward/0a2b400e_nohash_0.wav;follow/779de043_nohash_3.wav;0
backward/0a2b400e_nohash_1.wav;backward/017c4098_nohash_3.wav;1
backward/0a2b400e_nohash_1.wav;six/3108acca_nohash_1.wav;0
backward/0a2b400e_nohash_2.wav;backward/3291330e_nohash_1.wav;1
backward/0a2b400e_nohash_2.wav;nine/14c7b073_nohash_3.wav;0
backward/0a2b400e_nohash_3.wav;backward/4c6944d6_nohash_3.wav;1
backward/0a2b400e_nohash_3.wav;yes/20174140_nohash_0.wav;0
backward/0a2b400e_nohash_4.wav;backward/2a1f4853_nohash_2.wav;1
backward/0a2b400e_nohash_4.wav;stop/29229c21_nohash_1.wav;0
backward/0a5636ca_nohash_0.wav;backward/508e30ee_nohash_1.wav;1
backward/0a5636ca_nohash_0.wav;six/229978fd_nohash_4.wav;0
backward/0b7ee1a0_nohash_0.wav;backward/29dce108_nohash_1.wav;1
backward/0b7ee1a0_nohash_0.wav;yes/0c5027de_nohash_0.wav;0
backward/0b7ee1a0_nohash_1.wav;backward/435695e3_nohash_1.wav;1
backward/0b7ee1a0_nohash_1.wav;on/01bcfc0c_nohash_0.wav;0
backward/0b7ee1a0_nohash_2.wav;backward/131e738d_nohash_2.wav;1
backward/0b7ee1a0_nohash_2.wav;nine/1625acd8_nohash_1.wav;0
backward/0b7ee1a0_nohash_3.wav;backward/18e910f4_nohash_1.wav;1
backward/0b7ee1a0_nohash_3.wav;left/02ade946_nohash_0.wav;0
backward/0b7ee1a0_nohash_4.wav;backward/6565a81d_nohash_0.wav;1
backward/0b7ee1a0_nohash_4.wav;eight/2b5e346d_nohash_2.wav;0
backward/0ba018fc_nohash_0.wav;backward/61ab8fbc_nohash_1.wav;1
backward/0ba018fc_nohash_0.wav;up/1b627376_nohash_2.wav;0
backward/0ba018fc_nohash_1.wav;backward/0d6d7360_nohash_1.wav;1
backward/0ba018fc_nohash_1.wav;yes/131e738d_nohash_3.wav;0
backward/0ba018fc_nohash_2.wav;backward/2aca1e72_nohash_10.wav;1
backward/0ba018fc_nohash_2.wav;four/2da58b32_nohash_3.wav;0
backward/0ba018fc_nohash_3.wav;backward/616420be_nohash_1.wav;1
backward/0ba018fc_nohash_3.wav;three/322d17d3_nohash_2.wav;0
backward/0d6d7360_nohash_0.wav;backward/616420be_nohash_3.wav;1
backward/0d6d7360_nohash_0.wav;visual/02ade946_nohash_3.wav;0
backward/0d6d7360_nohash_1.wav;backward/0165e0e8_nohash_0.wav;1
backward/0d6d7360_nohash_1.wav;one/3209ec42_nohash_0.wav;0
backward/0d6d7360_nohash_2.wav;backward/6fb3d5a7_nohash_3.wav;1
backward/0d6d7360_nohash_2.wav;two/0d393936_nohash_0.wav;0
backward/0d6d7360_nohash_3.wav;backward/3ce4910e_nohash_2.wav;1
backward/0d6d7360_nohash_3.wav;off/3291330e_nohash_4.wav;0
backward/0d6d7360_nohash_4.wav;backward/0f46028a_nohash_2.wav;1
backward/0d6d7360_nohash_4.wav;stop/28ed6bc9_nohash_0.wav;0
backward/0e6e36c9_nohash_0.wav;backward/3b195250_nohash_4.wav;1
backward/0e6e36c9_nohash_0.wav;three/030ec18b_nohash_0.wav;0
backward/0e6e36c9_nohash_1.wav;backward/017c4098_nohash_3.wav;1
backward/0e6e36c9_nohash_1.wav;up/106a6183_nohash_3.wav;0
backward/0e6e36c9_nohash_2.wav;backward/3291330e_nohash_2.wav;1
backward/0e6e36c9_nohash_2.wav;off/0132a06d_nohash_0.wav;0
backward/0e6e36c9_nohash_3.wav;backward/25e95412_nohash_0.wav;1
backward/0e6e36c9_nohash_3.wav;three/0d393936_nohash_0.wav;0
backward/0e6e36c9_nohash_4.wav;backward/0f46028a_nohash_3.wav;1
backward/0e6e36c9_nohash_4.wav;seven/28e47b1a_nohash_3.wav;0
backward/0f46028a_nohash_0.wav;backward/1e9e6bdd_nohash_4.wav;1
backward/0f46028a_nohash_0.wav;eight/06f6c194_nohash_1.wav;0
backward/0f46028a_nohash_1.wav;backward/679463fc_nohash_3.wav;1
backward/0f46028a_nohash_1.wav;forward/18e910f4_nohash_3.wav;0
backward/0f46028a_nohash_2.wav;backward/2aca1e72_nohash_10.wav;1
backward/0f46028a_nohash_2.wav;right/1aeef15e_nohash_0.wav;0
backward/0f46028a_nohash_3.wav;backward/1dc86f91_nohash_1.wav;1
backward/0f46028a_nohash_3.wav;go/00f0204f_nohash_0.wav;0
backward/0f46028a_nohash_4.wav;backward/3bb68054_nohash_0.wav;1
backward/0f46028a_nohash_4.wav;off/2aca1e72_nohash_0.wav;0
backward/0f7266cf_nohash_0.wav;backward/18e910f4_nohash_0.wav;1
backward/0f7266cf_nohash_0.wav;one/1dc86f91_nohash_4.wav;0
backward/0f7266cf_nohash_1.wav;backward/6aa8def4_nohash_2.wav;1
backward/0f7266cf_nohash_1.wav;on/2b5e346d_nohash_0.wav;0
backward/0f7266cf_nohash_2.wav;backward/24a3e589_nohash_2.wav;1
backward/0f7266cf_nohash_2.wav;follow/52162b51_nohash_0.wav;0
backward/0f7266cf_nohash_3.wav;backward/51f7a034_nohash_0.wav;1
backward/0f7266cf_nohash_3.wav;eight/063d48cf_nohash_3.wav;0
backward/113b3fbc_nohash_0.wav;backward/2aca1e72_nohash_8.wav;1
backward/113b3fbc_nohash_0.wav;off/0474c92a_nohash_0.wav;0
backward/113b3fbc_nohash_1.wav;backward/113b3fbc_nohash_0.wav;1
backward/113b3fbc_nohash_1.wav;down/050170cb_nohash_2.wav;0
backward/113b3fbc_nohash_2.wav;backward/54ad8f22_nohash_3.wav;1
backward/113b3fbc_nohash_2.wav;on/07089da9_nohash_2.wav;0
backward/113b3fbc_nohash_3.wav;backward/0f46028a_nohash_4.wav;1
backward/113b3fbc_nohash_3.wav;one/199da2bf_nohash_0.wav;0
backward/113b3fbc_nohash_4.wav;backward/0ba018fc_nohash_0.wav;1
backward/113b3fbc_nohash_4.wav;learn/14c7b073_nohash_2.wav;0
backward/131e738d_nohash_0.wav;backward/24a3e589_nohash_2.wav;1
backward/131e738d_nohash_0.wav;yes/1993db46_nohash_0.wav;0
backward/131e738d_nohash_1.wav;backward/6969e51a_nohash_2.wav;1
backward/131e738d_nohash_1.wav;no/23da904f_nohash_4.wav;0
backward/131e738d_nohash_2.wav;backward/3f45a0cf_nohash_0.wav;1
backward/131e738d_nohash_2.wav;five/13d7b8c9_nohash_0.wav;0
backward/131e738d_nohash_3.wav;backward/3b3d2f59_nohash_5.wav;1
backward/131e738d_nohash_3.wav;on/0e6e36c9_nohash_0.wav;0
backward/131e738d_nohash_4.wav;backward/54ad8f22_nohash_3.wav;1
backward/131e738d_nohash_4.wav;five/2197f41c_nohash_0.wav;0
backward/13a93b33_nohash_0.wav;backward/1dc86f91_nohash_0.wav;1
backward/13a93b33_nohash_0.wav;down/1d919a90_nohash_0.wav;0
backward/13dce503_nohash_2.wav;backward/333d7ddb_nohash_2.wav;1
backward/13dce503_nohash_2.wav;down/0a9f9af7_nohash_2.wav;0
backward/1496195a_nohash_0.wav;backward/3bb68054_nohash_2.wav;1
backward/1496195a_nohash_0.wav;six/2a1f4853_nohash_0.wav;0
backward/1496195a_nohash_1.wav;backward/62f05757_nohash_2.wav;1
backward/1496195a_nohash_1.wav;go/197f4153_nohash_4.wav;0
backward/1496195a_nohash_2.wav;backward/3589bc72_nohash_0.wav;1
backward/1496195a_nohash_2.wav;one/2da58b32_nohash_2.wav;0
backward/1496195a_nohash_3.wav;backward/6ef407da_nohash_4.wav;1
backward/1496195a_nohash_3.wav;three/07089da9_nohash_3.wav;0
backward/14c7b073_nohash_0.wav;backward/6565a81d_nohash_1.wav;1
backward/14c7b073_nohash_0.wav;seven/106a6183_nohash_1.wav;0
backward/14c7b073_nohash_1.wav;backward/3a53b856_nohash_0.wav;1
backward/14c7b073_nohash_1.wav;three/152491bc_nohash_0.wav;0
backward/14c7b073_nohash_2.wav;backward/226537ab_nohash_0.wav;1
backward/14c7b073_nohash_2.wav;learn/51f7a034_nohash_0.wav;0
backward/14c7b073_nohash_3.wav;backward/6124b431_nohash_2.wav;1
backward/14c7b073_nohash_3.wav;down/1ffd513b_nohash_2.wav;0
backward/14c7b073_nohash_4.wav;backward/508e30ee_nohash_3.wav;1
backward/14c7b073_nohash_4.wav;four/1b835b87_nohash_0.wav;0
backward/18d84076_nohash_0.wav;backward/3589bc72_nohash_1.wav;1
backward/18d84076_nohash_0.wav;two/06f6c194_nohash_1.wav;0
backward/18e910f4_nohash_0.wav;backward/14c7b073_nohash_2.wav;1
backward/18e910f4_nohash_0.wav;six/2da58b32_nohash_2.wav;0
backward/18e910f4_nohash_1.wav;backward/322d17d3_nohash_3.wav;1
backward/18e910f4_nohash_1.wav;forward/435695e3_nohash_2.wav;0
backward/18e910f4_nohash_2.wav;backward/61ab8fbc_nohash_0.wav;1
backward/18e910f4_nohash_2.wav;no/1626bc5a_nohash_0.wav;0
backward/18e910f4_nohash_3.wav;backward/5ebc1cda_nohash_2.wav;1
backward/18e910f4_nohash_3.wav;four/2356b88d_nohash_0.wav;0
backward/195c120a_nohash_0.wav;backward/0d6d7360_nohash_3.wav;1
backward/195c120a_nohash_0.wav;nine/0b56bcfe_nohash_1.wav;0
backward/195c120a_nohash_1.wav;backward/4cee0c60_nohash_2.wav;1
backward/195c120a_nohash_1.wav;off/25132942_nohash_0.wav;0
backward/195c120a_nohash_2.wav;backward/57152045_nohash_5.wav;1
backward/195c120a_nohash_2.wav;stop/1a673010_nohash_0.wav;0
backward/1970b130_nohash_0.wav;backward/322d17d3_nohash_1.wav;1
backward/1970b130_nohash_0.wav;up/14c7b073_nohash_0.wav;0
backward/1a994c9f_nohash_0.wav;backward/5769c5ab_nohash_4.wav;1
backward/1a994c9f_nohash_0.wav;zero/1d919a90_nohash_0.wav;0
backward/1a994c9f_nohash_1.wav;backward/5f5eef60_nohash_3.wav;1
backward/1a994c9f_nohash_1.wav;off/226537ab_nohash_0.wav;0
backward/1a994c9f_nohash_2.wav;backward/0d6d7360_nohash_1.wav;1
backward/1a994c9f_nohash_2.wav;two/2fcb6397_nohash_4.wav;0
backward/1a994c9f_nohash_3.wav;backward/6124b431_nohash_3.wav;1
backward/1a994c9f_nohash_3.wav;stop/023a61ad_nohash_0.wav;0
backward/1a994c9f_nohash_4.wav;backward/4c6944d6_nohash_1.wav;1
backward/1a994c9f_nohash_4.wav;nine/0d393936_nohash_0.wav;0
backward/1b18600d_nohash_0.wav;backward/4e61bf96_nohash_1.wav;1
backward/1b18600d_nohash_0.wav;one/20fd451f_nohash_3.wav;0
backward/1b18600d_nohash_1.wav;backward/2927c601_nohash_4.wav;1
backward/1b18600d_nohash_1.wav;on/0717b9f6_nohash_1.wav;0
